person_id,author_raw,work_id,author_order,n_authors,position
person:laura driscoll,Laura N. Driscoll,work_1d4b6e5375da0fe3,3,11,middle
person:s panzeri,S. Panzeri,work_1d4b6e5375da0fe3,9,11,middle
person:c harvey,C. Harvey,work_1d4b6e5375da0fe3,10,11,middle
person:sarah cross,Sarah J. Cross,work_1d6abaf611b14dde,2,3,middle
person:cameron shand,Cameron Shand,work_1d7b3131ed780fc1,4,10,middle
person:jeong eun noh,Jeong-Eun Noh,work_1d85f875391d041a,3,6,middle
person:chan hee lee,Chan Hee Lee,work_1d85f875391d041a,5,6,middle
person:patricia grob,Patricia Grob,work_1d87c152cf48058c,4,10,middle
person:a hassan,A. Hassan,work_1d87c152cf48058c,5,10,middle
person:jose garcia cerdan,José G García-Cerdán,work_1d87c152cf48058c,6,10,middle
person:krishna niyogi,Krishna K. Niyogi,work_1d87c152cf48058c,7,10,middle
person:e nogales,E. Nogales,work_1d87c152cf48058c,8,10,middle
person:r weinberg,R. Weinberg,work_1d87c152cf48058c,9,10,middle
person:hui kuang,Hui Kuang,work_1de3e706afcc6b0d,8,11,middle
person:j tsien,J. Tsien,work_1de3e706afcc6b0d,10,11,middle
person:rachel huckfeldt,Rachel M. Huckfeldt,work_1dff25f1fbe84889,2,5,middle
person:edward parker,Edward D. Parker,work_1dff25f1fbe84889,3,5,middle
person:j campbell,J. E. Campbell,work_1dff25f1fbe84889,4,5,middle
person:zheng yang,Zheng Yang,work_1e1cdc1d337adcda,2,17,middle
person:abdulraheem nashef,Abdulraheem Nashef,work_1e1cdc1d337adcda,3,17,middle
person:gukhan kim,G. Kim,work_1e1cdc1d337adcda,6,17,middle
person:d arnold,D. Arnold,work_1e1cdc1d337adcda,14,17,middle
person:jason christie,Jason M. Christie,work_1e1cdc1d337adcda,16,17,middle
person:ugne kuliesiute,Ugne Kuliesiute,work_1e2e923eebdef150,2,15,middle
person:auguste vadisiute,Auguste Vadisiute,work_1e2e923eebdef150,3,15,middle
person:kristina jevdokimenko,Kristina Jevdokimenko,work_1e2e923eebdef150,4,15,middle
person:senthilkumar deivasigamani,Senthilkumar Deivasigamani,work_1e2e923eebdef150,6,15,middle
person:daina pamedytyte,Daina Pamedytyte,work_1e2e923eebdef150,7,15,middle
person:neringa daugelaviciene,Neringa Daugelaviciene,work_1e2e923eebdef150,8,15,middle
person:d dabkeviciene,D. Dabkevičienė,work_1e2e923eebdef150,9,15,middle
person:e perlas,E. Perlas,work_1e2e923eebdef150,10,15,middle
person:aditya bali,Aditya Bali,work_1e2e923eebdef150,11,15,middle
person:b basilico,B. Basilico,work_1e2e923eebdef150,12,15,middle
person:d ragozzino,D. Ragozzino,work_1e2e923eebdef150,14,15,middle
person:shengli zhao,Sujun Zhao,work_1e45d26255aa5210,4,14,middle
person:da lu,Da Lu,work_1e6634edd433800d,2,5,middle
person:ziru shen,Ziru Shen,work_1e6c336c97062212,2,6,middle
person:xiao feng wei,Xiao-feng Wei,work_1e6c336c97062212,5,6,middle
person:yusuke tomina,Yusuke Tomina,work_1f27324e7bc99178,2,7,middle
person:pegah kassraian fard,Pegah Kassraian-Fard,work_1f27324e7bc99178,3,7,middle
person:w kristan,W. Kristan,work_1f27324e7bc99178,5,7,middle
person:ruweida ahmed,Ruweida Ahmed,work_1f5d00869279e1e0,5,51,middle
person:jasmine bomben,Jasmine Bomben,work_1f5d00869279e1e0,6,51,middle
person:krissy brouner,Krissy Brouner,work_1f5d00869279e1e0,7,51,middle
person:linzy casal,Linzy Casal,work_1f5d00869279e1e0,8,51,middle
person:shiella caldejon,Shiella Caldejon,work_1f5d00869279e1e0,9,51,middle
person:andrew cho,Andrew Cho,work_1f5d00869279e1e0,10,51,middle
person:n dotson,N. Dotson,work_1f5d00869279e1e0,11,51,middle
person:t daigle,T. Daigle,work_1f5d00869279e1e0,12,51,middle
person:tom egdorf,Tom Egdorf,work_1f5d00869279e1e0,13,51,middle
person:rachel enstrom,Rachel Enstrom,work_1f5d00869279e1e0,14,51,middle
person:a gary,A. Gary,work_1f5d00869279e1e0,15,51,middle
person:emily gelfand,Emily C. Gelfand,work_1f5d00869279e1e0,16,51,middle
person:fiona griffin,Fiona Griffin,work_1f5d00869279e1e0,18,51,middle
person:hong gu,Hong Gu,work_1f5d00869279e1e0,19,51,middle
person:nicole hancock,Nicole Hancock,work_1f5d00869279e1e0,20,51,middle
person:robert howard,Robert E. Howard,work_1f5d00869279e1e0,21,51,middle
person:sophie lambert,Sophie Lambert,work_1f5d00869279e1e0,23,51,middle
person:eric lee,Eric Lee,work_1f5d00869279e1e0,24,51,middle
person:jennifer luviano,Jennifer A. Luviano,work_1f5d00869279e1e0,25,51,middle
person:michelle maxwell,Michelle Maxwell,work_1f5d00869279e1e0,27,51,middle
person:c nayan,C. Nayan,work_1f5d00869279e1e0,30,51,middle
person:n ngo,N. Ngo,work_1f5d00869279e1e0,31,51,middle
person:thuyanh nguyen,Thuyanh V. Nguyen,work_1f5d00869279e1e0,32,51,middle
person:kat north,Kat North,work_1f5d00869279e1e0,33,51,middle
person:shea ransford,Shea T. Ransford,work_1f5d00869279e1e0,34,51,middle
person:augustin ruiz,Augustin Ruiz,work_1f5d00869279e1e0,35,51,middle
person:sam seid,Sam Seid,work_1f5d00869279e1e0,36,51,middle
person:jackie swapp,Jackie Swapp,work_1f5d00869279e1e0,37,51,middle
person:thomas zhou,Thomas Zhou,work_1f5d00869279e1e0,40,51,middle
person:a williford,A. Williford,work_1f5d00869279e1e0,42,51,middle
person:l potekhina,L. Potekhina,work_1f5d00869279e1e0,43,51,middle
person:m mcgraw,M. McGraw,work_1f5d00869279e1e0,44,51,middle
person:peter groblewski,Peter A. Groblewski,work_1f5d00869279e1e0,46,51,middle
person:lei qu,Lei Qu,work_2023cc62cedb365a,2,22,middle
person:kaixuan guo,Kaixuan Guo,work_2023cc62cedb365a,11,22,middle
person:wan wan,Wan Wan,work_2023cc62cedb365a,12,22,middle
person:lei ouyang,Lei OuYang,work_2023cc62cedb365a,13,22,middle
person:kofi appiah,Kofi Appiah,work_2053a4edc9ac5a70,3,9,middle
person:a mujika,A. Mujika,work_2053a4edc9ac5a70,4,9,middle
person:p leskovsky,P. Leškovský,work_2053a4edc9ac5a70,5,9,middle
person:roberto alvarez,Roberto Álvarez,work_2053a4edc9ac5a70,6,9,middle
person:gorka epelde,Gorka Epelde,work_2053a4edc9ac5a70,7,9,middle
person:rebecca stecky,Rebecca C Stecky,work_20710f84520e8e6f,2,10,middle
person:lauren neal,Lauren A. Neal,work_20710f84520e8e6f,3,10,middle
person:vishnu balaji,Vishnu Balaji,work_20710f84520e8e6f,6,10,middle
person:t hoppe,T. Hoppe,work_20710f84520e8e6f,7,10,middle
person:inwan yoo,Inwan Yoo,work_20aa11e350125328,2,6,middle
person:tejasvi kainth,Tejasvi Kainth,work_20b1e77216429111,3,8,middle
person:s menon,S. S. Menon,work_20b1e77216429111,4,8,middle
person:v spektor,V. Spektor,work_20b1e77216429111,6,8,middle
person:prateek prasanna,Prateek Prasanna,work_20b1e77216429111,7,8,middle
person:meike schurr,Meike Schurr,work_20e028bfe929110a,2,4,middle
person:baruh polis,Baruh Polis,work_20ff525d6c1a00df,2,12,middle
person:s jamwal,S. Jamwal,work_20ff525d6c1a00df,3,12,middle
person:b sanganahalli,B. Sanganahalli,work_20ff525d6c1a00df,4,12,middle
person:zoe macdowell kaswan,Zoë A. MacDowell Kaswan,work_20ff525d6c1a00df,5,12,middle
person:rafiad islam,Rafiad Islam,work_20ff525d6c1a00df,6,12,middle
person:christian bowers,Christian Bowers,work_20ff525d6c1a00df,8,12,middle
person:lauryn giuliano,Lauryn Giuliano,work_20ff525d6c1a00df,9,12,middle
person:f hyder,F. Hyder,work_20ff525d6c1a00df,11,12,middle
person:n niemeyer,N. Niemeyer,work_217b1be6afe9759a,2,6,middle
person:jan hendrik schleimer,Jan-Hendrik Schleimer,work_217b1be6afe9759a,3,6,middle
person:s ryglewski,S. Ryglewski,work_217b1be6afe9759a,4,6,middle
person:c sung,C. Sung,work_21a6d978640a88d8,2,9,middle
person:d mayerich,D. Mayerich,work_21a6d978640a88d8,3,9,middle
person:jaerock kwon,Jaerock Kwon,work_21a6d978640a88d8,4,9,middle
person:daniel miller,Daniel E. Miller,work_21a6d978640a88d8,5,9,middle
person:j keyser,J. Keyser,work_21a6d978640a88d8,7,9,middle
person:j kurleto,J. D. Kurleto,work_21e3eb788432ac70,3,7,middle
person:meike lobb rabe,Meike Lobb-Rabe,work_21e3eb788432ac70,4,7,middle
person:z ye,Z. Ye,work_21f9f7a18c9fab22,2,3,middle
person:charles murphy,Charles Murphy,work_222a233df7db45f4,2,5,middle
person:g st onge,G. St‐Onge,work_222a233df7db45f4,3,5,middle
person:xavier roy pomerleau,Xavier Roy-Pomerleau,work_222a233df7db45f4,4,5,middle
person:chris choi,Chris Choi,work_2241814d12e83665,5,18,middle
person:masood akram,Masood A. Akram,work_2241814d12e83665,7,18,middle
person:qing xue,Qing Xue,work_2241814d12e83665,9,18,middle
person:gabrielle magat,Gabrielle Magat,work_2241814d12e83665,14,18,middle
person:kathleen wijaya,Kathleen Wijaya,work_2241814d12e83665,15,18,middle
person:t nonaka,T. Nonaka,work_230753987e2feb16,2,6,middle
person:shunsuke takei,Shunsuke Takei,work_230753987e2feb16,3,6,middle
person:h nishioka,H. Nishioka,work_230753987e2feb16,5,6,middle
person:liuyuan he,Liuyuan He,work_233791307c27b82f,4,9,middle
person:kaiwen sheng,Kaiwen Sheng,work_233791307c27b82f,5,9,middle
person:lei ma,Lei Ma,work_233791307c27b82f,6,9,middle
person:kai du,Kai Du,work_233791307c27b82f,7,9,middle
person:chang shu,Chang Shu,work_234f011d0b64af9d,7,22,middle
person:qing hong shan,Qing-Hong Shan,work_234f011d0b64af9d,10,22,middle
person:fan jia,Fan Jia,work_234f011d0b64af9d,11,22,middle
person:zoe ashwood,Zoe Ashwood,work_241b54c819ff405b,18,40,middle
person:a burke,A. Burke,work_241b54c819ff405b,29,40,middle
person:yixuan,Yixuan,work_241c36d5a902c316,4,11,middle
person:sun,Sun,work_241c36d5a902c316,5,11,middle
person:n irawati,N. Irawati,work_24bfd39410f98c5d,2,11,middle
person:yu feng chien,Yu-Feng Chien,work_24bfd39410f98c5d,3,11,middle
person:yu hsuan tsai,Yu-Hsuan Tsai,work_24bfd39410f98c5d,5,11,middle
person:k tsia,K. Tsia,work_24bfd39410f98c5d,10,11,middle
person:qingxiao liang,Qingxiao Liang,work_2503c00ea4586a10,9,15,middle
person:kevin mann,Kevin J Mann,work_2521d618f4568e57,2,3,middle
person:abigail bush,Abigail Bush,work_2528fed4e090c0a8,2,11,middle
person:ephraim musheyev,Ephraim Musheyev,work_2528fed4e090c0a8,3,11,middle
person:jacob umans,Jacob Umans,work_2528fed4e090c0a8,4,11,middle
person:jaime eugenin von bernhardi,Jaime Eugenin von Bernhardi,work_2528fed4e090c0a8,8,11,middle
person:jeremias sulam,Jeremias Sulam,work_2528fed4e090c0a8,10,11,middle
person:n xing,N. Xing,work_2547e9b9bab8dbf7,2,24,middle
person:cao jia,Cao Jia,work_2547e9b9bab8dbf7,5,24,middle
person:hualin fan,Hualin Fan,work_2547e9b9bab8dbf7,7,24,middle
person:fatemeh dialameh,Fatemeh Dialameh,work_2547e9b9bab8dbf7,9,24,middle
person:nannan cheng,Nannan Cheng,work_2547e9b9bab8dbf7,10,24,middle
person:wenqi zhu,Wei Zhu,work_2547e9b9bab8dbf7,16,24,middle
person:chao jiang,Chao Jiang,work_2547e9b9bab8dbf7,19,24,middle
person:fei xing,Fei Xing,work_2547e9b9bab8dbf7,20,24,middle
person:m zille,M. Zille,work_2547e9b9bab8dbf7,21,24,middle
person:nicolae iftimia,Nicolae Iftimia,work_256bc6e4bfbd9156,2,5,middle
person:j shils,J. Shils,work_256bc6e4bfbd9156,3,5,middle
person:l mei,L. Mei,work_256bc6e4bfbd9156,4,5,middle
person:agnieszka olechwier,Agnieszka M. Olechwier,work_25b09c5094797891,3,9,middle
person:asaf caspi lebovic,Asaf B. Caspi-Lebovic,work_25b09c5094797891,4,9,middle
person:weronika ukaszczyk,Weronika Łukaszczyk,work_25b09c5094797891,5,9,middle
person:vasudha aher,Vasudha Aher,work_25b09c5094797891,7,9,middle
person:a chatterjee,A. Chatterjee,work_25d6e525c1c72a92,2,3,middle
person:andrew patton,Andrew Patton,work_25d6f758bfb64d9f,2,4,middle
person:katja schulze,Katja Schulze,work_25d9bf42bedbc0f2,2,6,middle
person:frederik helmprobst,Frederik Helmprobst,work_25d9bf42bedbc0f2,3,6,middle
person:p kollmannsberger,P. Kollmannsberger,work_25d9bf42bedbc0f2,4,6,middle
person:t dandekar,T. Dandekar,work_25d9bf42bedbc0f2,5,6,middle
person:m nelson,M. Nelson,work_26258e955007b315,2,4,middle
person:n chuzhanova,N. Chuzhanova,work_26258e955007b315,3,4,middle
person:t kazawa,T. Kazawa,work_270d1e87908e8ca8,2,4,middle
person:hayato tsunoda,Hayato Tsunoda,work_270d1e87908e8ca8,3,4,middle
person:alicia keberle,Alicia Keberle,work_27862cae1d42d251,2,9,middle
person:kun song,Kun Song,work_27e18aa6bae94e96,6,7,middle
person:weiley sunny liu,Weiley Sunny Liu,work_28104a254c26cffb,4,8,middle
person:e famiglietti,E. Famiglietti,work_28104a254c26cffb,7,8,middle
person:alappatt|ja,J. A. Alappatt,work_2839d159b329c51e,2,6,middle
person:kim|jj,Junghoon J. Kim,work_2839d159b329c51e,4,6,middle
person:durafshan sakeena syed,Durafshan Sakeena Syed,work_28f6b028bce5063b,6,33,middle
person:a llera,A. Llera,work_290cd41d89217d98,2,3,middle
person:ericka ramko,Ericka B. Ramko,work_299eb90aaf78a3aa,5,9,middle
person:m davidson,M. Davidson,work_299eb90aaf78a3aa,6,9,middle
person:manik kuchroo,Manik Kuchroo,work_29a46ffc83e815f5,4,11,middle
person:mark moyle,Mark W. Moyle,work_29a46ffc83e815f5,5,11,middle
person:pura arroyo morales,Pura Arroyo-Morales,work_29a46ffc83e815f5,6,11,middle
person:nabor vazquez martinez,Nabor Vázquez Martínez,work_29a46ffc83e815f5,7,11,middle
person:jamie emerson,Jamie I Emerson,work_29a46ffc83e815f5,8,11,middle
person:smita krishnaswamy,Smita Krishnaswamy,work_29a46ffc83e815f5,9,11,middle
person:william mohler,William Mohler,work_29a46ffc83e815f5,10,11,middle
person:shan shen,Shan Shen,work_2a2fe8f95bb73f03,2,8,middle
person:alexander ecker,Alexander S. Ecker,work_2a2fe8f95bb73f03,6,8,middle
person:eder miguel,Eder Miguel,work_2a3d2820efed2cfe,2,19,middle
person:w jahr,W. Jahr,work_2a3d2820efed2cfe,11,19,middle
person:johannes broichhagen,Johannes Broichhagen,work_2a3d2820efed2cfe,13,19,middle
person:b bickel,B. Bickel,work_2a3d2820efed2cfe,18,19,middle
person:r beresford,R. J. Beresford,work_2a92ba160393c193,3,11,middle
person:darrell haufler,Darrell Haufler,work_2ac6946a28922c27,2,9,middle
person:j fraile,J. G. Fraile,work_2ac6946a28922c27,3,9,middle
person:kael dai,Kael Dai,work_2ac6946a28922c27,4,9,middle
person:joseph aman,Joseph Aman,work_2ac6946a28922c27,5,9,middle
person:claudio mirasso,Claudio R. Mirasso,work_2ac6946a28922c27,7,9,middle
person:wolfgang maass,Wolfgang Maass,work_2ac6946a28922c27,8,9,middle
person:shinjae chung,Shinjae Chung,work_2b1f5c4232c107d1,6,11,middle
person:tyler yung,Tyler J Yung,work_2b1f5c4232c107d1,7,11,middle
person:jiang lan fan,Jiang Lan Fan,work_2b1f5c4232c107d1,8,11,middle
person:eric li,Eric M Li,work_2b21fd53a734b207,11,45,middle
person:rachel delley,Rachel Delley,work_2b21fd53a734b207,16,45,middle
person:grace willams,Grace Willams,work_2b21fd53a734b207,17,45,middle
person:j sulston,J. Sulston,work_2b4f63e6ecb953d1,2,6,middle
person:e southgate,E. Southgate,work_2b4f63e6ecb953d1,4,6,middle
person:chee wai lee,Chee Wai Lee,work_2b60bd560e430bed,2,19,middle
person:thomas portegys,Thomas E. Portegys,work_2b60bd560e430bed,3,19,middle
person:vahid ghayoomie,Vahid Ghayoomie,work_2b60bd560e430bed,4,19,middle
person:travis jacobs,Travis W. Jacobs,work_2b60bd560e430bed,5,19,middle
person:r gerkin,R. C. Gerkin,work_2b60bd560e430bed,9,19,middle
person:shane gingell,Shane Gingell,work_2b60bd560e430bed,10,19,middle
person:r gordon,R. Gordon,work_2b60bd560e430bed,12,19,middle
person:ramin hasani,Ramin M. Hasani,work_2b60bd560e430bed,13,19,middle
person:david lung,David Lung,work_2b60bd560e430bed,16,19,middle
person:mark watts,Mark Watts,work_2b60bd560e430bed,18,19,middle
person:caroline holmes,Caroline M. Holmes,work_2b726124d8738bea,2,3,middle
person:yu chieh david chen,Yu-Chieh David Chen,work_2c3d7740e61c43c2,3,7,middle
person:kristi xing,Kristi Xing,work_2c3d7740e61c43c2,4,7,middle
person:peter sims,Peter A. Sims,work_2c3d7740e61c43c2,5,7,middle
person:adam ranson,Adam Ranson,work_2cc0677e9c1d540a,2,6,middle
person:michael krumin,Michael Krumin,work_2cc0677e9c1d540a,3,6,middle
person:marius pachitariu,Marius Pachitariu,work_2cc0677e9c1d540a,4,6,middle
person:u leischner,U. Leischner,work_2d5170d4591ffa30,2,10,middle
person:a schierloh,A. Schierloh,work_2d5170d4591ffa30,3,10,middle
person:n jahrling,N. Jährling,work_2d5170d4591ffa30,4,10,middle
person:c mauch,C. P. Mauch,work_2d5170d4591ffa30,5,10,middle
person:k deininger,K. Deininger,work_2d5170d4591ffa30,6,10,middle
person:j deussing,J. Deussing,work_2d5170d4591ffa30,7,10,middle
person:m eder,M. Eder,work_2d5170d4591ffa30,8,10,middle
person:w zieglgansberger,W. Zieglgänsberger,work_2d5170d4591ffa30,9,10,middle
person:d udvary,D. Udvary,work_2d9db6a73a195b1d,3,5,middle
person:emelie brodrick,Emelie A. Brodrick,work_2df8be6327964093,3,7,middle
person:enrico kuehn,Enrico Kuehn,work_2edafa9fb5f29e82,2,9,middle
person:mariam al kassar,Mariam Al Kassar,work_2edafa9fb5f29e82,4,9,middle
person:johannes larsch,Johannes Larsch,work_2edafa9fb5f29e82,7,9,middle
person:steven walston,Steven T. Walston,work_2f4a13ea9aef920f,4,12,middle
person:arpita mondal,Arpita Mondal,work_2f671ade1d1c2e2c,5,21,middle
person:marcus mazzaferri,Marcus A. Mazzaferri,work_2f6b66120e640199,7,16,middle
person:rodrigo gonzales rojas,Rodrigo Gonzales-Rojas,work_2f6b66120e640199,9,16,middle
person:ashley roland,Ashley Roland,work_2f6b66120e640199,10,16,middle
person:c tang,C. Tang,work_2f6b66120e640199,11,16,middle
person:a chuang,A. Chuang,work_2f6b66120e640199,13,16,middle
person:heather patsolic,Heather G. Patsolic,work_2f968b5df6b0dd3d,4,20,middle
person:e bokman,E. Bokman,work_2fe794228645ab5f,2,3,middle
person:yi rong,Yi Rong,work_2fec1e83fce4a3a0,6,14,middle
person:tinggeng lai,Tinggeng Lai,work_2fec1e83fce4a3a0,7,14,middle
person:xin niu,Xin Niu,work_2fec1e83fce4a3a0,10,14,middle
person:fengtao xiang,Fengtao Xiang,work_2fec1e83fce4a3a0,11,14,middle
person:birgit kriener,Birgit Kriener,work_2ff20dedc643aaf0,2,3,middle
person:s nechaev,S. Nechaev,work_30755daec3a98a3c,2,9,middle
person:k anokhin,K. Anokhin,work_30755daec3a98a3c,4,9,middle
person:o valba,O. Valba,work_30755daec3a98a3c,6,9,middle
person:v avetisov,V. Avetisov,work_30755daec3a98a3c,8,9,middle
person:judy prasad,Judy A. Prasad,work_30b9fcdedb89207a,3,12,middle
person:hugo fernandes,Hugo L. Fernandes,work_30b9fcdedb89207a,4,12,middle
person:d gursoy,D. Gürsoy,work_30b9fcdedb89207a,5,12,middle
person:v de andrade,V. De Andrade,work_30b9fcdedb89207a,6,12,middle
person:k fezzaa,K. Fezzaa,work_30b9fcdedb89207a,7,12,middle
person:c jacobsen,C. Jacobsen,work_30b9fcdedb89207a,10,12,middle
person:atsushi kanoke,Atsushi Kanoke,work_31486f2a35f6fd01,4,6,middle
person:gratianne rabiller,Gratianne Rabiller,work_31486f2a35f6fd01,5,6,middle
person:a pistilli,A. Pistilli,work_318843cf74d33350,2,6,middle
person:ruggirello mariangela,Ruggirello Mariangela,work_318843cf74d33350,3,6,middle
person:m rende,M. Rende,work_318843cf74d33350,4,6,middle
person:d bartolini,D. Bartolini,work_318843cf74d33350,5,6,middle
person:guy eyal,Guy Eyal,work_31955c620b12a810,2,7,middle
person:noa rogozinski,Noa Rogozinski,work_31955c620b12a810,3,7,middle
person:k buchanan,K. Buchanan,work_31e342d0d3149cd8,4,6,middle
person:haritz plazaola,Haritz Plazaola,work_3237794822a671c6,3,9,middle
person:jana balke,Jana Balke,work_3237794822a671c6,4,9,middle
person:amr hasan,Amr Hasan,work_3237794822a671c6,6,9,middle
person:lucas munch,Lucas Münch,work_3237794822a671c6,7,9,middle
person:thomas mathejczyk,Thomas F. Mathejczyk,work_3237794822a671c6,8,9,middle
person:steven peltier,Steven T. Peltier,work_3250041480d5bfbb,6,8,middle
person:giordano ramos traslosheros,Giordano Ramos-Traslosheros,work_32bc69744c269989,5,11,middle
person:rachita taneja,Rachita Taneja,work_32bc69744c269989,9,11,middle
person:c schnaitmann,C. Schnaitmann,work_32bc69744c269989,10,11,middle
person:hadley walsh,Hadley Walsh,work_32e52d5bd99d53cf,2,9,middle
person:celine soudant,Céline Soudant,work_32e52d5bd99d53cf,4,9,middle
person:c bryce,C. Bryce,work_32e52d5bd99d53cf,5,9,middle
person:m fowkes,M. Fowkes,work_32e52d5bd99d53cf,7,9,middle
person:t grider,T. Grider,work_33349c24be53087b,3,12,middle
person:anael rizzo,Anael S. Rizzo,work_33349c24be53087b,4,12,middle
person:e rosenzweig,E. Rosenzweig,work_33349c24be53087b,5,12,middle
person:j weber,J. Weber,work_33349c24be53087b,6,12,middle
person:c ramakrishnan,C. Ramakrishnan,work_33349c24be53087b,7,12,middle
person:brian hsueh,Brian Hsueh,work_33349c24be53087b,8,12,middle
person:m tuszynski,M. Tuszynski,work_33349c24be53087b,10,12,middle
person:daniel gibbs,Daniel Gibbs,work_33349c24be53087b,11,12,middle
person:idoia quintana urzainqui,Idoia Quintana Urzainqui,work_3356ffe4646dbcae,2,3,middle
person:hae sol moon,Hae Sol Moon,work_34a1d7dbc52da5e7,4,11,middle
person:zay yar han,Zay Yar Han,work_34a1d7dbc52da5e7,5,11,middle
person:kate beck,Kate Beck,work_34a1d7dbc52da5e7,6,11,middle
person:jeffrey browndyke,Jeffrey N. Browndyke,work_34a1d7dbc52da5e7,7,11,middle
person:d dunson,D. Dunson,work_34a1d7dbc52da5e7,8,11,middle
person:kim johnson,Kim Johnson,work_34a1d7dbc52da5e7,9,11,middle
