rank,work_id,title,year,venue,last_author,citation_count_work,cites_per_year,ultra_core,citation_link_strength,citation_role,corpus_in_degree,corpus_out_degree,citation_total_degree,k_core,pagerank_percentile,primary_community_label,confidence,n_authors,is_consortium
464,work_7fd39b6d64027898,SmartEM: machine-learning guided electron microscopy,2025.0,Nature Methods,N. Shavit,3,1.5,False,strong,only_out,0.0,18.0,18.0,11.0,0.5035837536501194,J. Lichtman / Hanspeter Pfister,0.97,24,True
465,work_b0a12b86ef1a815f,Structural Heterogeneity of the Drosophila Brain Network,2025.0,,Xin Lu,3,1.5,False,moderate,broker,1.0,2.0,3.0,3.0,0.7528537297584285,Xiaoyin Chen / Yonggang Wang,0.93,7,False
466,work_b0b12be54338c4b8,Connectomic traces of Hebbian plasticity in the entorhinal-hippocampal system,2025.0,bioRxiv,Helene Schmidt,3,1.5,False,weak,only_in,1.0,0.0,1.0,1.0,0.6899389434563313,Javier DeFelipe / Michael W. Reimann,0.95,3,False
467,work_b1b5b863914460ab,Cascades and convergence: dynamic signal flow in a synapse-level brain network,2025.0,bioRxiv,B. Mišić,3,1.5,False,strong,broker,2.0,14.0,16.0,11.0,0.7225909211574197,Olaf Sporns / B. Mišić,0.95,4,False
468,work_0d6070f19ac2ba89,ATUM-Tomo: A multi-scale approach to cellular ultrastructure by combined volume scanning electron microscopy and electron tomography,2024.0,bioRxiv,Martina Schifferer,3,1.0,False,,no_graph,,,,,,Albert Cardona / J. Vogelstein,0.93,12,False
469,work_1443f24616d459b6,Deciphering the genetic code of neuronal type connectivity through bilinear modeling,2024.0,bioRxiv,Mu Qiao,3,1.0,False,strong,only_out,0.0,17.0,17.0,7.0,0.5834881868861163,Mu Qiao,0.91,1,False
470,work_2cc3229a1ee783db,FUNCTIONS OF C. ELEGANS NEURONS FROM SYNAPTIC CONNECTIVITY,2024.0,bioRxiv,Scott W. Emmons,3,1.0,False,weak,only_in,2.0,0.0,2.0,2.0,0.8101937881603398,Oliver Hobert / Steven J. Cook,0.92,1,False
471,work_30a1ebdb4c3baaba,EM-Compressor: Electron Microscopy Image Compression in Connectomics with Variational Autoencoders,2024.0,bioRxiv,Y. Meirovitch,3,1.0,False,moderate,broker,2.0,6.0,8.0,5.0,0.7937350676931245,J. Lichtman / Hanspeter Pfister,0.92,11,False
472,work_7eaece935269f9eb,Fibration symmetries and cluster synchronization in the Caenorhabditis elegans connectome,2024.0,PLoS ONE,H. Makse,3,1.0,False,moderate,broker,1.0,8.0,9.0,6.0,0.7393151048579771,Oliver Hobert / Steven J. Cook,0.94,5,False
473,work_1ded1883d45ddd82,Insights into vision from interpretation of a neuronal wiring diagram,2023.0,bioRxiv,H. S. Seung,3,0.75,False,moderate,only_out,0.0,3.0,3.0,3.0,0.0950358375365011,H. Sebastian Seung / G. Jefferis,0.92,1,False
474,work_53718a1849dde13e,Learning to Correct Sloppy Annotations in Electron Microscopy Volumes,2023.0,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),Y. Meirovitch,3,0.75,False,strong,broker,1.0,12.0,13.0,11.0,0.6817095832227237,J. Lichtman / Hanspeter Pfister,0.91,6,False
475,work_65dc9c4fe37faed4,From connectome to effectome: learning the causal interaction map of the fly brain,2023.0,bioRxiv,Jonathan W. Pillow,3,0.75,False,strong,broker,2.0,9.0,11.0,9.0,0.7751526413591717,H. Sebastian Seung / G. Jefferis,0.91,13,False
476,work_9c0fed59f7a0812e,Regional variation in the organization and connectivity of the first synapse in the primate night vision pathway,2023.0,iScience,Raunak Sinha,3,0.75,False,weak,broker,1.0,1.0,2.0,2.0,0.6801168038226706,Aindrila Saha / Abrar Rahman Abir,0.94,7,False
477,work_afad6093ed40df0c,The XPRESS Challenge: Xray Projectomic Reconstruction - Extracting Segmentation with Skeletons,2023.0,arXiv.org,Aaron T. Kuan,3,0.75,False,strong,broker,1.0,13.0,14.0,11.0,0.7913458985930448,M. Helmstaedter / Winfried Denk,0.94,12,False
478,work_fbe2b89bf67be127,Connectomic reconstruction predicts the functional organization of visual inputs to the navigation center of the Drosophila brain,2023.0,bioRxiv,Sung Soo Kim,3,0.75,False,weak,only_in,1.0,0.0,1.0,1.0,0.737722325457924,H. Sebastian Seung / G. Jefferis,0.97,9,False
479,work_233791307c27b82f,U-RISC: An Annotated Ultra-High-Resolution Electron Microscopy Dataset Challenging the Existing Deep Learning Algorithms,2022.0,Frontiers in Computational Neuroscience,Tiejun Huang,3,0.6,False,moderate,only_out,0.0,4.0,4.0,4.0,0.0453942129015131,Xiaoyin Chen / Yonggang Wang,0.95,9,False
480,work_4eeefad5ede282bc,Single-Neuron Labeling in Fixed Tissue and Targeted Volume Electron Microscopy,2022.0,Frontiers in Neuroanatomy,Á. Merchán-Pérez,3,0.6,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.4847358640828245,Javier DeFelipe / Michael W. Reimann,0.93,6,False
481,work_e84e63b37ea89c53,"RealNeuralNetworks.jl: An Integrated Julia Package for Skeletonization, Morphological Analysis, and Synaptic Connectivity Analysis of Terabyte-Scale 3D Neural Segmentations",2022.0,Frontiers in Neuroinformatics,H. Seung,3,0.6,False,moderate,only_out,0.0,6.0,6.0,6.0,0.2370586673745686,H. Sebastian Seung / G. Jefferis,0.92,6,False
482,work_7b0d0494a4639719,ZeVis: A Visual Analytics System for Exploration of a Larval Zebrafish Brain in Serial-Section Electron Microscopy Images,2021.0,IEEE Access,Won-Ki Jeong,3,0.5,False,strong,broker,1.0,10.0,11.0,8.0,0.6992301566233077,J. Lichtman / Hanspeter Pfister,0.94,7,False
483,work_73f655c300b2c7a4,"Verifying, Challenging, and Discovering New Synapses Among Fully EM-Reconstructed Neurons in the Leech Ganglion",2018.0,bioRxiv,William B. Kristan Jr.,3,0.33,False,strong,only_out,0.0,16.0,16.0,11.0,0.0361029997345367,Xiaoyin Chen / Yonggang Wang,0.97,4,False
484,work_0a33489ddde95484,A distance constrained synaptic plasticity model of C. elegans neuronal network,2016.0,,Ganesh Bagler,3,0.27,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.3814706663127157,R. Badhwar / Ganesh Bagler,0.88,2,False
485,work_1658132c7599e2bd,Nano-Resolution Connectomics Using Large-Volume Electron Microscopy,2016.0,,Kea-Joo Lee,3,0.27,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.3931510485797717,Xiaoyin Chen / Yonggang Wang,0.93,3,False
486,work_209d8965d2e80500,NeuroGFX: a graphical functional explorer for fruit fly brain circuits,2016.0,bioRxiv,A. Lazar,3,0.27,False,,no_graph,,,,,,Xiaoyin Chen / Yonggang Wang,0.91,4,False
487,work_32508f097eb3c1ce,Reconstruction of Neural Circuits Using Serial Block-Face Scanning Electron Microscopy,2016.0,,Kea-Joo Lee,3,0.27,False,moderate,only_out,0.0,4.0,4.0,3.0,0.5258826652508628,Xiaoyin Chen / Yonggang Wang,0.94,3,False
488,work_1e1cdc1d337adcda,Synchronous climbing fiber activity enables instructive signaling for cerebellar learning through modulation of disinhibitory circuits,2026.0,Nature Neuroscience,Jinseop S. Kim,2,2.0,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.2920095566764003,Xiaoyin Chen / Yonggang Wang,0.94,17,False
489,work_3f148a970f4d8675,Proprioceptive limit detectors contribute to sensorimotor control of the Drosophila leg,2026.0,Nature Communications,John C. Tuthill,2,2.0,False,strong,broker,1.0,12.0,13.0,10.0,0.7159543403238652,H. Sebastian Seung / G. Jefferis,0.93,9,False
490,work_5f55fd6af01886b4,Uncovering Sex Differences in the Drosophila Ventral Nerve Cord Through Connectome Alignment,2026.0,bioRxiv,M. Murthy,2,2.0,False,strong,only_out,0.0,12.0,12.0,8.0,0.4374834085479161,H. Sebastian Seung / G. Jefferis,0.93,21,True
491,work_6fb7df42094ab826,From the fly connectome to exact ring attractor dynamics,2026.0,bioRxiv,James E. Fitzgerald,2,2.0,False,strong,broker,1.0,9.0,10.0,6.0,0.7674542075922485,M. Helmstaedter / Winfried Denk,0.95,4,False
492,work_86e1de14f17fce4c,Organization of circuits linking descending input to motor output in the Drosophila Male Adult Nerve Cord connectome,2026.0,eLife,G. Card,2,2.0,False,strong,only_out,0.0,12.0,12.0,11.0,0.3647464826121582,H. Sebastian Seung / G. Jefferis,0.98,16,False
493,work_0bb92ce5d7d6f573,Analysis of smart imaging runtime,2025.0,Applied Microscopy,N. Shavit,2,1.0,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.1258295726041943,J. Lichtman / Hanspeter Pfister,0.9,10,False
494,work_11b6d0203fd3730b,MoMo - Combining Neuron Morphology and Connectivity for Interactive Motif Analysis in Connectomes,2025.0,bioRxiv,H. Pfister,2,1.0,False,strong,broker,1.0,17.0,18.0,11.0,0.8035572073267853,M. Helmstaedter / Winfried Denk,0.93,9,False
495,work_1a10fe21b6152804,The organization of visual pathways in the Drosophila brain,2025.0,bioRxiv,Michael B. Reiser,2,1.0,False,strong,only_out,0.0,12.0,12.0,8.0,0.1757366604725245,J. Lichtman / Hanspeter Pfister,0.96,6,False
496,work_1d7cd4ffd7696c84,Ascending nociceptive pathways drive rapid escape and sustained avoidance in adult Drosophila,2025.0,bioRxiv,John C. Tuthill,2,1.0,False,moderate,only_out,0.0,4.0,4.0,4.0,0.4228829307140961,H. Sebastian Seung / G. Jefferis,0.93,7,False
497,work_554b7819a83e2fe3,Synapse Detection Efficiency in EM Drosophila Connectomics,2025.0,bioRxiv,Louis K. Scheffer,2,1.0,False,strong,broker,2.0,11.0,13.0,10.0,0.7743562516591452,J. Lichtman / Hanspeter Pfister,0.94,1,False
498,work_82ff344c3a29691d,Graph embeddings for identifying symmetries in Connectomes,2025.0,bioRxiv,Ashok Litwin-Kumar,2,1.0,False,strong,broker,2.0,10.0,12.0,6.0,0.8842580302628086,Albert Cardona / J. Vogelstein,0.92,2,False
499,work_8e26d958532e6691,The Connectome Interpreter Toolkit,2025.0,bioRxiv,Albert Cardona,2,1.0,False,strong,broker,1.0,11.0,12.0,8.0,0.7109105388903637,H. Sebastian Seung / G. Jefferis,0.92,6,False
500,work_b67a92b47c45e7c3,The central complex of the larval fruit fly brain,2025.0,bioRxiv,Albert Cardona,2,1.0,False,strong,broker,1.0,13.0,14.0,10.0,0.7162198035572074,Albert Cardona / J. Vogelstein,0.95,5,False
501,work_db7575694236a1d7,ConnectomeBench: Can LLMs Proofread the Connectome?,2025.0,Neural Information Processing Systems,Edward S. Boyden,2,1.0,False,moderate,broker,1.0,7.0,8.0,8.0,0.6838332890894611,Albert Cardona / J. Vogelstein,0.94,4,False
502,work_dd535adbc096d82f,The songbird basal ganglia connectome,2025.0,bioRxiv,J. Kornfeld,2,1.0,False,moderate,broker,1.0,6.0,7.0,5.0,0.7732943987257764,M. Helmstaedter / Winfried Denk,0.95,5,False
503,work_f3948a51a59eef0c,Symmetries and synchronization from whole-neural activity in the Caenorhabditis elegans connectome: Integration of functional and structural networks,2025.0,Proceedings of the National Academy of Sciences of the United States of America,Hernán A. Makse,2,1.0,False,moderate,only_out,0.0,7.0,7.0,6.0,0.1868861162728962,Oliver Hobert / Steven J. Cook,0.95,7,False
504,work_24bd85a7ab47ee4f,Asymmetry in synaptic connectivity balances redundancy and reachability in the Caenorhabditis elegans connectome,2024.0,iScience,I. Rabinowitch,2,0.67,False,moderate,broker,1.0,5.0,6.0,6.0,0.6952482081231749,Oliver Hobert / Steven J. Cook,0.93,2,False
505,work_29a46ffc83e815f5,NeuroSC: Exploring Neurodevelopment via Spatiotemporal Collation of Anatomical Networks,2024.0,bioRxiv,Daniel A. Colón-Ramos,2,0.67,False,strong,broker,1.0,14.0,15.0,11.0,0.6955136713565171,Albert Cardona / J. Vogelstein,0.91,11,False
506,work_3250041480d5bfbb,Scalable electron tomography for connectomics,2024.0,bioRxiv,W. Lee,2,0.67,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.0345102203344836,Xiaoyin Chen / Yonggang Wang,0.91,8,False
507,work_58007cb591ca3f75,From Worms to Mice: Homeostasis Maybe All You Need,2024.0,arXiv.org,J. M. D. Lucas,2,0.67,False,moderate,broker,1.0,4.0,5.0,4.0,0.7523228032917441,Xiaoyin Chen / Yonggang Wang,0.86,1,False
508,work_afe0fbf6e9c35179,Neuproofreader: An Interactive Proofreading System with Suggestive Prompts for Connectomics,2024.0,2024 IEEE International Conference on Multimedia and Expo Workshops (ICMEW),Xuejin Chen,2,0.67,False,,no_graph,,,,,,Xiaoyin Chen / Yonggang Wang,0.97,3,False
509,work_26da5d45d3f7fc2c,Neuronal motifs reveal backbone structure and influential neurons of neural network in C. elegans,2023.0,J. Complex Networks,T. Fang,2,0.5,False,moderate,broker,1.0,3.0,4.0,4.0,0.6848951420228299,Xiaoyin Chen / Yonggang Wang,0.93,7,False
510,work_4520228f7f3302c2,Network Community Detection in Connectomics Data using Graph Theory,2023.0,IEEE International Conference on Bioinformatics and Biomedicine,Rubén Armañanzas,2,0.5,False,,no_graph,,,,,,Leandro González-Montesino / Rubén Armañanzas,0.86,3,False
511,work_6207409da4d43379,An Out-of-Domain Synapse Detection Challenge for Microwasp Brain Connectomes,2023.0,arXiv.org,D. Wei,2,0.5,False,moderate,only_out,0.0,7.0,7.0,7.0,0.2020175205734005,J. Lichtman / Hanspeter Pfister,0.91,9,False
512,work_9ae9d632f2fcbc12,Distinctive features of the central synaptic organization of Drosophila larval proprioceptors,2023.0,Frontiers in Neural Circuits,Ellie S. Heckscher,2,0.5,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.319352269710645,Xiaoyin Chen / Yonggang Wang,0.94,3,False
513,work_a20080c9846f5043,SynapseCLR: Uncovering features of synapses in primary visual cortex through contrastive representation learning,2023.0,Patterns,M. Babadi,2,0.5,False,strong,only_out,0.0,17.0,17.0,11.0,0.2152906822405096,J. Lichtman / Hanspeter Pfister,0.95,2,False
514,work_f9ddb73f32d51989,Identifying determinants of synaptic specificity by integrating connectomes and transcriptomes,2023.0,bioRxiv,Y. Kurmangaliyev,2,0.5,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.379081497212636,James R. Anderson / Bryan William Jones,0.94,7,False
515,work_1bc550704e02bb7c,Expansion Sequencing of RNA Barcoded Neurons in the Mammalian Brain: Progress and Implications for Molecularly Annotated Connectomics,2022.0,bioRxiv,Richie E. Kohman,2,0.4,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.3729758428457658,Xiaoyin Chen / Yonggang Wang,0.95,18,False
516,work_79a23415110e1412,Systems neuroscience: Auditory processing at synaptic resolution.,2022.0,Current Biology,G. Jefferis,2,0.4,False,moderate,broker,1.0,3.0,4.0,3.0,0.8205468542606849,H. Sebastian Seung / G. Jefferis,0.92,2,False
517,work_850cb29d47fc3dc9,Scalable Biologically-Aware Skeleton Generation for Connectomic Volumes,2022.0,IEEE Transactions on Medical Imaging,H. Pfister,2,0.4,False,moderate,broker,1.0,5.0,6.0,6.0,0.6819750464560659,J. Lichtman / Hanspeter Pfister,0.95,8,False
518,work_fd6f2aa9a63d2293,Joint reconstruction of neuron and ultrastructure via connectivity consensus in electron microscope volumes,2022.0,BMC Bioinformatics,Hua Han,2,0.4,False,strong,only_out,0.0,15.0,15.0,11.0,0.1513140430050438,Xiaoyin Chen / Yonggang Wang,0.94,8,False
519,work_1dd7c9a9eb85ed50,Large-scale dendritic spine extraction and analysis through petascale computing,2021.0,bioRxiv,N. Kasthuri,2,0.33,False,moderate,only_out,0.0,5.0,5.0,5.0,0.5049110698168303,J. Lichtman / Hanspeter Pfister,0.94,6,False
520,work_2a895c41d7dc42a3,"Title: Multi-Scale LM/EM Neuronal Imaging from Brain to Synapse with a Tissue Clearing Method, ScaleSF",2021.0,bioRxiv,H. Hioki,2,0.33,False,moderate,only_out,0.0,5.0,5.0,5.0,0.1606052561720201,Megumu Takahashi / Masato Koike,0.92,13,False
521,work_2df8be6327964093,Desmosomal connectomics of all somatic muscles in an annelid larva,2021.0,bioRxiv,G. Jékely,2,0.33,False,strong,broker,1.0,9.0,10.0,9.0,0.6912662596230422,Albert Cardona / J. Vogelstein,0.93,7,False
522,work_687d2510f540339e,A weighted network analysis framework for the hourglass effect—And its application in the C. elegans connectome,2021.0,bioRxiv,C. Dovrolis,2,0.33,False,moderate,only_out,0.0,8.0,8.0,6.0,0.1823732413060791,Olaf Sporns / B. Mišić,0.95,4,False
523,work_a7e11f7da01cff90,Connectomics: Bringing Fly Neural Circuits into Focus.,2020.0,Current Biology,James M. Jeanne,2,0.29,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.2495354393416511,Kristyn M. Lizbinski / James M. Jeanne,0.92,2,False
524,work_fe499165039bbf2f,"Leveraging Tools from Autonomous Navigation for Rapid, Robust Neuron Connectivity",2020.0,bioRxiv,William R. Gray Roncal,2,0.29,False,moderate,broker,2.0,3.0,5.0,5.0,0.8157685160605256,Albert Cardona / J. Vogelstein,0.93,8,False
525,work_e70f6ec0a66ccab2,Connectomics of extrasynaptic signalling: applications to the nervous system of Caenorhabditis elegans,2017.0,,Barry L. Bentley,2,0.2,False,weak,only_in,1.0,0.0,1.0,1.0,0.7560392885585346,Oliver Hobert / Steven J. Cook,0.91,1,False
526,work_fc1d8eba5a9fa0f2,Rapid and Semi-Automated Extraction of Neuronal Cell Bodies and Nuclei from Electron Microscopy Image Stacks,2016.0,Methods in molecular biology,G. Spirou,2,0.18,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.3567825856118927,James R. Anderson / Bryan William Jones,0.88,7,False
527,work_26581c4cc7535660,Development of a Big Data Framework for Connectomic Research,2015.0,arXiv.org,Terrence Adams,2,0.17,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.4106716219803557,Terrence Adams,0.92,1,False
528,work_b9bc79c1007d6364,A Modular Hierarchical Approach to 3D Electron Microscopy Image Segmentation,2014.0,Journal of Neuroscience Methods,T. Tasdizen,2,0.15,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.4852667905495089,James R. Anderson / Bryan William Jones,0.94,4,False
529,work_43de2b21d37088ef,A Computational Perspective on the No-Strong-Loops Principle in Brain Networks,2026.0,bioRxiv,Claus C. Hilgetag,1,1.0,False,moderate,only_out,0.0,4.0,4.0,4.0,0.2402442261746748,Olaf Sporns / B. Mišić,0.85,4,False
530,work_6c78664b0abdcff2,A multi-resolution imaging and analysis pipeline for comparative circuit reconstruction in insects,2026.0,bioRxiv,Stanley Heinze,1,1.0,False,strong,broker,1.0,17.0,18.0,11.0,0.779930979559331,H. Sebastian Seung / G. Jefferis,0.95,7,False
531,work_8dd2b03520aa147e,CURVATURE-BASED MACHINE LEARNING METHOD FOR AUTOMATED SEGMENTATION OF DENDRITIC SPINES,2026.0,Biophysical Journal,Thomas G. Fai,1,1.0,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.0764534112025484,Albert Cardona / J. Vogelstein,0.9,4,False
532,work_9c703df2a489f7a3,Centralized brain networks controlling antennal grooming coordination,2026.0,Nature Communications,Pavan Ramdya,1,1.0,False,moderate,only_out,0.0,8.0,8.0,7.0,0.160339792938678,P. G. Özdil / Pavan Ramdya,0.92,6,False
533,work_aba24ab36d2c1f77,Hierarchical Community Structure of the Adult Drosophila Connectome Reveals Conserved Circuit Archetypes,2026.0,bioRxiv,Caio Seguin,1,1.0,False,strong,only_out,0.0,17.0,17.0,11.0,0.3089992036103,Olaf Sporns / B. Mišić,0.94,12,False
534,work_adb2c7010353e31e,"Harnessing cortical geometry, wiring, and function as inductive biases for recurrent neural networks",2026.0,arXiv.org,Nima Dehghani,1,1.0,False,strong,only_out,0.0,10.0,10.0,7.0,0.2160870719405362,M. Shakiba / Nima Dehghani,0.95,4,False
535,work_b0fa465ba40b7ebd,A quantitative census of millions of postsynaptic structures in a large electron microscopy volume of mouse visual cortex,2026.0,bioRxiv,F. Collman,1,1.0,False,strong,only_out,0.0,10.0,10.0,8.0,0.0573400584019113,H. Sebastian Seung / G. Jefferis,0.96,8,False
536,work_c3138ffe0202a49e,Neuron Segment Connectivity Prediction With Multimodal Features for Connectomics,2026.0,IEEE Transactions on Medical Imaging,Feng Wu,1,1.0,False,moderate,only_out,0.0,8.0,8.0,7.0,0.376161401645872,Xiaoyin Chen / Yonggang Wang,0.96,5,False
537,work_c8b8ecbe6b58f77c,Excitatory GABA receptors shape locomotor circuit organization in C. elegans,2026.0,Scientific Reports,Kosuke Hashimoto,1,1.0,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.4661534377488718,J. Lichtman / Hanspeter Pfister,0.9,3,False
538,work_f42de55cd8a25f9f,Connectome-seq: high-throughput mapping of neuronal connectivity at single-synapse resolution via barcode sequencing.,2026.0,Nature Methods,B. Zhao,1,1.0,False,moderate,only_out,0.0,6.0,6.0,6.0,0.166179984072206,Xiaoyin Chen / Yonggang Wang,0.94,6,False
539,work_3f8ff97d903089c8,Autoproof: Automated Segmentation Proofreading for Connectomics,2025.0,arXiv.org,Louis K. Scheffer,1,0.5,False,moderate,broker,1.0,8.0,9.0,9.0,0.683567825856119,J. Lichtman / Hanspeter Pfister,0.96,4,False
540,work_41c505683a24216d,Differential temporal filtering in the fly optic lobe,2025.0,Journal of Computational Neuroscience,Alexander Borst,1,0.5,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.6015396867533847,H. Sebastian Seung / G. Jefferis,0.89,1,False
541,work_572916312979ffde,Comparative Connectomics Highlights Conserved Architectural Synaptic Motifs in the Drosophila Mushroom Body,2025.0,bioRxiv,Brock Andrew Wester,1,0.5,False,strong,broker,1.0,10.0,11.0,9.0,0.7425006636580833,Albert Cardona / J. Vogelstein,0.91,4,False
542,work_76ab8bc031d7769d,Neuronal connectomics: Hydra's non-synaptic nerve net.,2025.0,Current Biology,Gáspár Jékely,1,0.5,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.6416246349880541,Albert Cardona / J. Vogelstein,0.93,2,False
543,work_7fc5d3b2b2fb4fec,Songbird connectome reveals tunneling of migratory neurons in the adult striatum,2025.0,bioRxiv,B. Scott,1,0.5,False,moderate,broker,1.0,5.0,6.0,5.0,0.7000265463233342,M. Helmstaedter / Winfried Denk,0.96,6,False
544,work_8d360f62130e5f09,Barcoded Rabies In Situ Connectomics for high-throughput reconstruction of neural circuits,2025.0,bioRxiv,Petr Znamenskiy,1,0.5,False,weak_unlinked,only_out,0.0,1.0,1.0,1.0,0.3918237324130608,M. Helmstaedter / Winfried Denk,0.93,4,False
545,work_938db2c7232708be,Towards Generalized Synapse Detection Across Invertebrate Species,2025.0,arXiv.org,Albert Cardona,1,0.5,False,strong,only_out,0.0,18.0,18.0,11.0,0.0220334483674011,Albert Cardona / J. Vogelstein,0.9,4,False
546,work_a46f2b2358333423,Connectome analysis of a cerebellum-like circuit for sensory prediction,2025.0,bioRxiv,Nathaniel B. Sawtell,1,0.5,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.597557738253252,J. Lichtman / Hanspeter Pfister,0.94,12,False
547,work_c0da79108172b87a,FGNet: Leveraging Feature-Guided Attention to Refine SAM2 for 3D EM Neuron Segmentation,2025.0,AAAI Conference on Artificial Intelligence,Xiaolin Hu,1,0.5,False,,no_graph,,,,,,Xiaoyin Chen / Yonggang Wang,0.94,5,False
548,work_c472352d7f4b95e1,Building connectome analysis tools with representation learning on neuronal skeleton and circuit topology.,2025.0,Neural Networks,Bo Du,1,0.5,False,moderate,only_out,0.0,8.0,8.0,8.0,0.6331298115211044,Xiaoyin Chen / Yonggang Wang,0.94,4,False
549,work_d791a3e80f872b81,Connectomic mapping of pharyngeal and gut sensory circuits in adult Drosophila,2025.0,bioRxiv,Zepeng Yao,1,0.5,False,moderate,only_out,0.0,4.0,4.0,4.0,0.4295195115476506,H. Sebastian Seung / G. Jefferis,0.93,4,False
550,work_d90ae797458f67e7,VesiclePy: A machine learning vesicle analysis toolbox for volume electron microscopy,2025.0,bioRxiv,D. Wei,1,0.5,False,moderate,only_out,0.0,3.0,3.0,3.0,0.3942129015131404,J. Lichtman / Hanspeter Pfister,0.9,11,False
551,work_e76e6d50da9f6a6c,A complex network-based approach to detect and investigate connectome motifs in the larval Drosophila,2025.0,Comput. Biol. Medicine,Domenico Ursino,1,0.5,False,moderate,only_out,0.0,3.0,3.0,3.0,0.2898858508096628,Enrico Corradini / Federica Parlapiano,0.9,5,False
552,work_f0439b44f01e4c2f,"Using BossDB Tools to Access, Visualize, and Share Volumetric Neuroscience Data",2025.0,Current Protocols,Brock Andrew Wester,1,0.5,False,weak,broker,1.0,1.0,2.0,2.0,0.7236527740907884,Albert Cardona / J. Vogelstein,0.88,9,False
553,work_f960fec2204ccebe,Sparse Graph Reconstruction and Seriation for Large-Scale Image Stacks,2025.0,arXiv.org,J. Lichtman,1,0.5,False,,no_graph,,,,,,J. Lichtman / Hanspeter Pfister,0.9,3,False
554,work_fa17b5d996649a23,An entropic measure of diverse specialization highlights multifunctional neurons in annotated connectomes,2025.0,bioRxiv,S. Ahnert,1,0.5,False,strong,only_out,0.0,11.0,11.0,11.0,0.5805680913193523,Oliver Hobert / Steven J. Cook,0.9,5,False
555,work_2241814d12e83665,Gossamer: Scaling Image Processing and Reconstruction to Whole Brains,2024.0,bioRxiv,Jason Cong,1,0.33,False,,no_graph,,,,,,Xiaoyin Chen / Yonggang Wang,0.93,18,False
556,work_34df5eb3d913abe2,Discovering motifs to fingerprint multi-layer networks: a case study on the connectome of C. Elegans,2024.0,European Physical Journal B : Condensed Matter Physics,Philipp Hövel,1,0.33,False,moderate,broker,1.0,5.0,6.0,6.0,0.6862224581895408,Philipp Hövel / Jorge Ruiz,0.94,3,False
557,work_4e3b5ec4297fcae3,A lightweight data-driven spiking neuronal network model of Drosophila olfactory nervous system with dedicated hardware support,2024.0,Frontiers in Neuroscience,Takashi Kohno,1,0.33,False,moderate,only_out,0.0,3.0,3.0,3.0,0.4608441730820281,Makoto Someya / H. Kazama,0.87,6,False
558,work_0331df396f545e68,Improving the Neural Segmentation of Blurry Serial SEM Images by Blind Deblurring,2023.0,Computational Intelligence and Neuroscience,Lirong Wang,1,0.25,False,weak_unlinked,isolate,0.0,0.0,0.0,0.0,0.0676931245022564,Xiaoyin Chen / Yonggang Wang,0.93,5,False
559,work_241c36d5a902c316,High-Speed Automated Reconstruction of Drosophila Larval Brain from Volumetric EM Data,2023.0,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,Linqing Feng,1,0.25,False,moderate,broker,1.0,5.0,6.0,6.0,0.6806477302893549,Xiaoyin Chen / Yonggang Wang,0.95,11,False
560,work_5b77410c83eb9025,Organization of an Ascending Circuit that Conveys Flight Motor State,2023.0,bioRxiv,A. Dacks,1,0.25,False,moderate,only_out,0.0,4.0,4.0,4.0,0.2553756304751792,H. Sebastian Seung / G. Jefferis,0.9,15,False
561,work_f38f15c57decbf30,Advancing Connectomics: High-Precision Neural Structure Segmentation Using U-Net-Based Model,2023.0,"Ubiquitous Computing, Electronics & Mobile Communication Conference",Srijita Sarkar,1,0.25,False,weak,broker,1.0,1.0,2.0,2.0,0.6811786567560393,Snehil Dey / A. Bhattacharjee,0.9,4,False
562,work_528bb07484e5be14,Anomaly Detection in EM Images - A Zero-Shot Learning Approach,2022.0,IEEE International Symposium on Biomedical Imaging,N. D. Costa,1,0.2,False,weak_unlinked,only_out,0.0,2.0,2.0,2.0,0.5710114149190337,H. Sebastian Seung / G. Jefferis,0.92,12,False
563,work_6b8720ef71aace28,Performance analysis in serial-section electron microscopy image registration of neuronal tissue,2022.0,Medical Imaging,Xi Chen,1,0.2,False,moderate,only_out,0.0,3.0,3.0,3.0,0.0260153968675338,Xiaoyin Chen / Yonggang Wang,0.97,4,False
