normalized_name_block,exact_normalized_name_match,author_id_a,author_id_b,name_a,name_b,retained_papers_a,retained_papers_b,same_name_direct_coauthor,shared_coauthor_names,coauthor_jaccard,axis_jaccard,year_overlap,classification,recommended_action
b caffo,True,1886238,1397970751,B. Caffo,B. Caffo,2,1,False,13,0.541667,1.0,False,ambiguous_name_collision,manual_review
eva dyer,True,2125884281,1746363,Eva L. Dyer,Eva L. Dyer,1,2,False,13,0.464286,0.5,False,ambiguous_name_collision,manual_review
a mcevoy,True,1694674,2272985640,A. McEvoy,A. Mcevoy,4,2,False,13,0.40625,1.0,False,ambiguous_name_collision,manual_review
l tremolizzo,True,2341613027,3827097,L. Tremolizzo,L. Tremolizzo,2,1,False,13,0.382353,1.0,False,ambiguous_name_collision,manual_review
v silani,True,2242519176,2989411,V. Silani,V. Silani,2,1,False,13,0.382353,1.0,False,ambiguous_name_collision,manual_review
shuo chen,True,2032577179,2300201900,Shuo Chen,Shuo Chen,8,1,False,13,0.295455,0.5,False,ambiguous_name_collision,manual_review
lori beason held,True,1398603401,2387315500,Lori L. Beason-Held,Lori L. Beason Held,5,1,False,13,0.282609,0.333333,False,ambiguous_name_collision,manual_review
t hohman,True,2344983409,38327294,T. Hohman,T. Hohman,5,3,False,13,0.224138,0.666667,False,ambiguous_name_collision,manual_review
sebastian seung,True,2059694068,2261404625,Sebastian Seung,Sebastian Seung,2,3,False,13,0.209677,0.25,False,ambiguous_name_collision,manual_review
du lei,True,103081831,2064827720,Du Lei,Du Lei,12,2,False,13,0.1625,0.666667,False,ambiguous_name_collision,manual_review
l hong,True,143905189,1406111016,L. Hong,L. Hong,3,4,False,13,0.107438,0.666667,False,ambiguous_name_collision,manual_review
c gerloff,True,3019244,2255011108,C. Gerloff,C. Gerloff,8,4,False,12,0.230769,0.666667,False,ambiguous_name_collision,manual_review
isabel beets,True,6411839,2342718886,Isabel Beets,Isabel Beets,8,3,False,12,0.20339,0.333333,False,ambiguous_name_collision,manual_review
a edwards,False,2254416109,2248171763,A. D. Edwards,A. Edwards,1,2,False,12,0.129032,1.0,False,ambiguous_name_collision,manual_review
t satterthwaite,True,2213003,2328653445,T. Satterthwaite,T. Satterthwaite,7,3,False,12,0.078431,0.666667,True,ambiguous_name_collision,manual_review
jian peng,True,2244757748,2122807608,Jian Peng,Jian Peng,1,1,False,11,0.733333,0.0,False,ambiguous_name_collision,manual_review
wu wei,True,2244908938,2115220619,Wu Wei,Wu Wei,1,1,False,11,0.733333,0.0,False,ambiguous_name_collision,manual_review
zhen ge luo,True,2285925338,3973353,Zhen-Ge Luo,Zhen-Ge Luo,1,1,False,11,0.733333,0.0,False,ambiguous_name_collision,manual_review
j sweeney,True,143606531,2067489017,J. Sweeney,J. Sweeney,3,2,False,11,0.289474,1.0,False,ambiguous_name_collision,manual_review
s williams,True,40383891,2107720438,S. Williams,S. Williams,1,1,False,11,0.122222,0.333333,False,ambiguous_name_collision,manual_review
yoshinori aso,True,2254300240,48343951,Yoshinori Aso,Yoshinori Aso,2,9,False,11,0.064706,0.25,True,ambiguous_name_collision,manual_review
b landman,False,1699344,2282270766,B. Landman,B. A. Landman,17,2,False,11,0.0625,0.4,False,ambiguous_name_collision,manual_review
s valk,True,3226086,2249960955,S. Valk,S. Valk,10,1,False,11,0.047009,0.333333,True,ambiguous_name_collision,manual_review
m milham,True,2333008,2282281773,M. Milham,M. Milham,21,4,False,11,0.043307,0.5,True,ambiguous_name_collision,manual_review
nabor zquez mart nez,True,2370650475,2106933390,Nabor Vázquez Martínez,Nabor Vázquez-Martínez,1,1,False,10,1.0,1.0,False,ambiguous_name_collision,manual_review
dale zhou,True,2395552081,2268040091,Dale Zhou,Dale Zhou,1,1,False,10,0.833333,1.0,False,ambiguous_name_collision,manual_review
petra ritter,True,2261746396,2162348776,Petra Ritter,Petra Ritter,2,1,False,10,0.769231,1.0,False,ambiguous_name_collision,manual_review
yaxin su,True,2243931244,1999186506,Yaxin Su,Yaxin Su,1,1,False,10,0.769231,1.0,False,ambiguous_name_collision,manual_review
m schirner,True,144513242,2251756411,M. Schirner,M. Schirner,4,1,False,10,0.666667,1.0,False,ambiguous_name_collision,manual_review
jason kim,True,2110021243,2268435341,Jason Z. Kim,Jason Z. Kim,3,1,False,10,0.5,1.0,False,ambiguous_name_collision,manual_review
hao wang,True,71421876,2144219630,Hao Wang,Hao Wang,1,1,False,10,0.344828,0.0,False,ambiguous_name_collision,manual_review
li wang,True,49680659,46659719,Li Wang,Li Wang,2,1,False,10,0.3125,0.0,False,ambiguous_name_collision,manual_review
r gur,True,144762538,2256419511,R. Gur,R. Gur,3,1,False,10,0.30303,0.5,False,ambiguous_name_collision,manual_review
r gur,True,2288515084,144762538,R. Gur,R. Gur,2,3,False,10,0.263158,1.0,False,ambiguous_name_collision,manual_review
r gur,True,2406788,2256419511,R. Gur,R. Gur,4,1,False,10,0.263158,0.5,False,ambiguous_name_collision,manual_review
r gur,True,2288515084,2406788,R. Gur,R. Gur,2,4,False,10,0.232558,1.0,False,ambiguous_name_collision,manual_review
yicong li,True,2301248146,2154570723,Yicong Li,Yicong Li,4,3,False,10,0.208333,0.0,False,ambiguous_name_collision,manual_review
daniela egas santander,True,4714609,2300373062,Daniela Egas Santander,Daniela Egas Santander,3,2,False,10,0.188679,0.333333,False,ambiguous_name_collision,manual_review
quanxin wang,True,2104950,2117950218,Quanxin Wang,Quanxin Wang,3,2,False,10,0.084034,0.5,False,ambiguous_name_collision,manual_review
ye wu,True,2115679598,2115679627,Ye Wu,Ye Wu,4,7,False,10,0.071429,0.5,True,ambiguous_name_collision,manual_review
kisuk lee,True,2785521,2152541203,Kisuk Lee,Kisuk Lee,4,29,False,10,0.033445,0.2,True,ambiguous_name_collision,manual_review
m pirozzi,False,2090119633,2920278,M. A. Pirozzi,M. Pirozzi,1,1,False,9,0.75,1.0,False,ambiguous_name_collision,manual_review
j macke,True,1748468,2288293720,J. Macke,J. Macke,2,1,False,9,0.642857,0.0,False,ambiguous_name_collision,manual_review
r dolan,True,2231343,2105789579,R. Dolan,R. Dolan,1,1,False,9,0.642857,1.0,False,ambiguous_name_collision,manual_review
m shaw,False,36516361,3799913,M. V. Shaw,M. Shaw,1,1,False,9,0.529412,0.0,False,ambiguous_name_collision,manual_review
g zubicaray,True,1729631,1996669518,G. Zubicaray,G. Zubicaray,4,1,False,9,0.5,0.5,False,ambiguous_name_collision,manual_review
f xiao,True,6293752,2308126222,F. Xiao,F. Xiao,1,1,False,9,0.409091,1.0,False,ambiguous_name_collision,manual_review
sarah king,True,2238599444,2211485394,Sarah B. King,Sarah B King,2,1,False,9,0.409091,1.0,False,ambiguous_name_collision,manual_review
j duncan,False,48990117,2301329154,J. Duncan,J. S. Duncan,2,1,False,9,0.391304,1.0,False,ambiguous_name_collision,manual_review
s baxendale,True,5150690,2246264434,S. Baxendale,S. Baxendale,2,1,False,9,0.391304,1.0,False,ambiguous_name_collision,manual_review
f chowdhury,True,83774086,2165051048,F. Chowdhury,F. Chowdhury,2,1,False,9,0.290323,0.666667,False,ambiguous_name_collision,manual_review
yizhou ma,True,48521627,2345751870,Yizhou Ma,Yizhou Ma,3,1,False,9,0.209302,1.0,False,ambiguous_name_collision,manual_review
jorge blanco alonso,True,78730996,2301578462,Jorge Blanco Alonso,Jorge Blanco Alonso,1,1,False,9,0.204545,0.0,False,ambiguous_name_collision,manual_review
e hughes,True,38785339,2055562252,E. Hughes,E. Hughes,5,1,False,9,0.095745,0.0,True,ambiguous_name_collision,manual_review
b rosen,True,145207020,2161154755,B. Rosen,B. Rosen,6,1,False,9,0.090909,0.25,True,ambiguous_name_collision,manual_review
b fischl,True,2238940060,145815766,B. Fischl,B. Fischl,8,7,False,9,0.069767,0.571429,False,ambiguous_name_collision,manual_review
i lebedeva,True,2241388214,6585667,I. Lebedeva,I. Lebedeva,1,1,False,9,0.050562,0.333333,False,ambiguous_name_collision,manual_review
j thiran,True,1710257,2226783828,J. Thiran,J. Thiran,14,2,False,9,0.046392,0.5,True,ambiguous_name_collision,manual_review
elizabeth li,True,2086982708,2150320226,Elizabeth Li,Elizabeth Li,1,1,False,8,0.727273,0.0,False,ambiguous_name_collision,manual_review
william schafer,True,2316385734,2356866868,William R. Schafer,William R. Schafer,2,1,False,8,0.727273,1.0,False,ambiguous_name_collision,manual_review
d menon,False,2249941604,2121212493,D. Menon,D. K. Menon,1,1,False,8,0.666667,0.5,False,ambiguous_name_collision,manual_review
m sparaco,True,34780756,2303210102,M. Sparaco,M. Sparaco,3,1,False,8,0.380952,1.0,False,ambiguous_name_collision,manual_review
c beckmann,True,2683150,2282910363,C. Beckmann,C. Beckmann,7,1,False,8,0.186047,0.333333,False,ambiguous_name_collision,manual_review
seth taylor,True,5375181,2289028332,Seth R. Taylor,Seth R. Taylor,3,1,False,8,0.177778,0.0,False,ambiguous_name_collision,manual_review
x yang,True,2247113712,2117947284,X. Yang,X. Yang,1,1,False,8,0.170213,0.0,False,ambiguous_name_collision,manual_review
david miller,True,145693873,2247928279,David M. Miller,David M. Miller,5,1,False,8,0.150943,0.0,False,ambiguous_name_collision,manual_review
marc hammarlund,True,6854245,2239137589,Marc Hammarlund,Marc Hammarlund,5,1,False,8,0.148148,0.0,False,ambiguous_name_collision,manual_review
n makris,True,2250331008,1796886,N. Makris,N. Makris,2,12,False,8,0.133333,0.5,False,ambiguous_name_collision,manual_review
e stamatakis,True,2249277410,46939494,E. Stamatakis,E. Stamatakis,3,3,False,8,0.125,0.666667,False,ambiguous_name_collision,manual_review
f engert,True,5478027,2252885359,F. Engert,F. Engert,4,2,False,8,0.083333,0.333333,False,ambiguous_name_collision,manual_review
b keil,True,38701217,2318049056,B. Keil,B. Keil,7,3,False,8,0.075472,0.5,True,ambiguous_name_collision,manual_review
l hong,False,2256929790,1406111016,L. E. Hong,L. Hong,4,4,False,8,0.073394,0.333333,True,ambiguous_name_collision,manual_review
a tolias,False,1739838,117780556,A. Tolias,A. S. Tolias,12,1,False,8,0.064516,0.166667,True,ambiguous_name_collision,manual_review
d essen,False,2880368,2251911694,D. C. Essen,D. V. Essen,18,1,False,8,0.058824,0.333333,True,ambiguous_name_collision,manual_review
m van den heuvel,True,39836528,2332261435,M. P. van den Heuvel,M. P. van den heuvel,22,10,False,8,0.049383,0.25,True,ambiguous_name_collision,manual_review
stephen smith,True,2162210436,2251948753,Stephen M. Smith,Stephen M. Smith,27,1,False,8,0.038278,0.25,True,ambiguous_name_collision,manual_review
a teixeira,False,144747171,2260671090,A. S. Teixeira,A. Teixeira,1,1,False,7,1.0,1.0,False,ambiguous_name_collision,manual_review
james mitchell,False,49121778,2115524397,James K. Mitchell,James Mitchell,2,1,False,7,0.4375,0.666667,False,ambiguous_name_collision,manual_review
junho lee,True,8152752,2288036729,Junho Lee,Junho Lee,2,1,False,7,0.388889,1.0,False,ambiguous_name_collision,manual_review
myung kyu choi,True,2500131,2287965841,Myung-Kyu Choi,Myung-Kyu Choi,2,1,False,7,0.388889,1.0,False,ambiguous_name_collision,manual_review
s cox,True,4609184,2249497170,S. Cox,S. Cox,5,1,False,7,0.318182,0.25,False,ambiguous_name_collision,manual_review
p taylor,True,145531754,2166341514,P. Taylor,P. Taylor,3,3,False,7,0.233333,1.0,False,ambiguous_name_collision,manual_review
b mitchell,True,2389141,2240756002,B. Mitchell,B. Mitchell,1,1,False,7,0.205882,1.0,False,ambiguous_name_collision,manual_review
p thompson,True,2149570536,2258889863,P. Thompson,P. Thompson,2,1,False,7,0.189189,1.0,False,ambiguous_name_collision,manual_review
c abdallah,True,9689225,2275334969,C. Abdallah,C. Abdallah,4,1,False,7,0.159091,1.0,False,ambiguous_name_collision,manual_review
j turner,False,144600520,2268046023,J. Turner,J. A. Turner,2,1,False,7,0.145833,0.5,False,ambiguous_name_collision,manual_review
bennett landman,True,2345543890,2133475009,Bennett A. Landman,Bennett A. Landman,4,3,False,7,0.14,0.333333,False,ambiguous_name_collision,manual_review
l hong,True,143905189,2331495222,L. Hong,L. Hong,3,1,False,7,0.137255,0.5,False,ambiguous_name_collision,manual_review
ali cetin,False,2249220577,49359284,Ali Cetin,Ali H. Cetin,1,1,False,7,0.109375,1.0,False,ambiguous_name_collision,manual_review
william gray roncal,True,1744493,2125890321,William R. Gray Roncal,William R. Gray-Roncal,12,1,False,7,0.093333,0.166667,True,ambiguous_name_collision,manual_review
s huang,True,47156841,2090700,S. Huang,S. Huang,8,3,False,7,0.079545,0.333333,True,ambiguous_name_collision,manual_review
fan zhang,True,2283435447,50212781,Fan Zhang,Fan Zhang,2,12,False,7,0.078652,1.0,False,ambiguous_name_collision,manual_review
j boulanger weill,True,2242363313,1401224651,J. Boulanger-Weill,J. Boulanger-Weill,2,2,False,7,0.072917,0.333333,False,ambiguous_name_collision,manual_review
h whalley,True,2327061,2256553970,H. Whalley,H. Whalley,5,1,False,7,0.049645,0.333333,False,ambiguous_name_collision,manual_review
kei ito,True,2249616931,2111419911,Kei Ito,Kei Ito,1,1,False,7,0.038462,0.0,False,ambiguous_name_collision,manual_review
m filippi,True,145348456,2242597970,M. Filippi,M. Filippi,19,1,False,7,0.038462,0.666667,False,ambiguous_name_collision,manual_review
kei ito,True,2249616931,144088358,Kei Ito,Kei Ito,1,2,False,7,0.037838,0.0,False,ambiguous_name_collision,manual_review
jingpeng wu,True,2281389294,31421132,Jingpeng Wu,Jingpeng Wu,1,23,False,7,0.037037,0.0,True,ambiguous_name_collision,manual_review
haoyang xing,True,46876698,8017214,Haoyang Xing,Haoyang Xing,2,1,False,6,0.75,1.0,False,ambiguous_name_collision,manual_review
t wilson,False,19557444,2251991894,T. Wilson,T. W. Wilson,1,1,False,6,0.6,0.0,False,ambiguous_name_collision,manual_review
claudia de sanctis,True,2266758978,2237979609,Claudia De Sanctis,Claudia De Sanctis,1,1,False,6,0.545455,0.0,False,ambiguous_name_collision,manual_review
y zeighami,True,1425271067,4275323,Y. Zeighami,Y. Zeighami,2,1,False,6,0.545455,0.666667,False,ambiguous_name_collision,manual_review
yu ping wang,True,46394229,2143488876,Yu-ping Wang,Yu-Ping Wang,1,2,False,6,0.5,0.0,False,ambiguous_name_collision,manual_review
jean marie bouteiller,True,2073487,2282374624,Jean-Marie C. Bouteiller,Jean-Marie C Bouteiller,1,1,False,6,0.428571,1.0,False,ambiguous_name_collision,manual_review
j stephen,True,144363339,2256549595,J. Stephen,J. Stephen,2,1,False,6,0.315789,0.333333,False,ambiguous_name_collision,manual_review
andrea vaccari,True,2294759019,40012022,Andrea Vaccari,Andrea Vaccari,1,1,False,6,0.214286,0.0,False,ambiguous_name_collision,manual_review
chloe cho,True,2332499776,2278436626,Chloe Cho,Chloe Cho,2,1,False,6,0.206897,0.5,False,ambiguous_name_collision,manual_review
l hong,False,2256929790,2331495222,L. E. Hong,L. Hong,4,1,False,6,0.171429,1.0,False,ambiguous_name_collision,manual_review
s froudist walsh,True,1398142079,2277718949,S. Froudist-Walsh,S. Froudist-Walsh,3,4,False,6,0.171429,1.0,False,ambiguous_name_collision,manual_review
elizabeth williams,True,2070107815,2250887453,Elizabeth A. Williams,Elizabeth A. Williams,9,1,False,6,0.166667,0.333333,False,ambiguous_name_collision,manual_review
xiaosong he,True,1644777718,2262512306,Xiaosong He,Xiaosong He,5,1,False,6,0.153846,0.333333,False,ambiguous_name_collision,manual_review
si gao,True,50379398,2306442182,Si Gao,Si Gao,3,1,False,6,0.146341,0.5,False,ambiguous_name_collision,manual_review
john crary,True,6229737,2343208716,John F. Crary,John F. Crary,3,1,False,6,0.133333,0.0,False,ambiguous_name_collision,manual_review
peter jones,False,2115588659,144091182,Peter J. H. Jones,Peter B. Jones,1,2,False,6,0.1,0.0,False,ambiguous_name_collision,manual_review
v jirsa,True,7597475,2296706988,V. Jirsa,V. Jirsa,12,2,False,6,0.096774,0.666667,True,ambiguous_name_collision,manual_review
brian lee,True,47620540,2190472040,Brian R. Lee,Brian R. Lee,2,1,False,6,0.076923,0.0,False,ambiguous_name_collision,manual_review
l palaniyappan,True,2325979,2261917601,L. Palaniyappan,L. Palaniyappan,16,2,False,6,0.070588,0.333333,False,ambiguous_name_collision,manual_review
a dagher,True,2030015,2268650631,A. Dagher,A. Dagher,11,5,False,6,0.067416,0.666667,False,ambiguous_name_collision,manual_review
j tapia,False,144338628,2248291484,J. Tapia,J. C. Tapia,5,1,False,6,0.065934,0.5,True,ambiguous_name_collision,manual_review
harald hess,True,2237520147,2303648921,Harald F. Hess,Harald F. Hess,2,3,False,6,0.057692,0.333333,True,ambiguous_name_collision,manual_review
l hong,True,1406111016,2331495222,L. Hong,L. Hong,4,1,False,6,0.057692,0.333333,False,ambiguous_name_collision,manual_review
nicole neubarth,False,5823941,2177367183,Nicole L. Neubarth,Nicole N. Neubarth,3,1,False,6,0.054545,0.4,False,ambiguous_name_collision,manual_review
f castellanos,True,1981339,2106833012,F. Castellanos,F. Castellanos,3,3,False,6,0.052632,0.5,True,ambiguous_name_collision,manual_review
j duncan,True,145811086,48990117,J. Duncan,J. Duncan,6,2,False,6,0.05042,1.0,True,ambiguous_name_collision,manual_review
b dickson,True,2237997071,2454761,B. Dickson,B. Dickson,3,4,False,6,0.04878,0.5,False,ambiguous_name_collision,manual_review
e robinson,True,144596434,2249969011,E. Robinson,E. Robinson,15,1,False,6,0.041958,0.333333,True,ambiguous_name_collision,manual_review
chiara maffei,True,49205243,2351725214,Chiara Maffei,Chiara Maffei,7,3,False,6,0.036585,0.25,True,ambiguous_name_collision,manual_review
s sotiropoulos,True,2719951,1400430412,S. Sotiropoulos,S. Sotiropoulos,23,1,False,6,0.028986,0.25,True,ambiguous_name_collision,manual_review
r reid,True,46567235,2247665719,R. Reid,R. Reid,15,5,False,6,0.028708,0.285714,True,ambiguous_name_collision,manual_review
e garyfallidis,True,2611339,2130040998,E. Garyfallidis,E. Garyfallidis,8,1,False,6,0.028302,0.25,False,ambiguous_name_collision,manual_review
a gorsky,True,145402341,2153794702,A. Gorsky,A. Gorsky,1,1,False,5,1.0,0.0,False,ambiguous_name_collision,manual_review
e niebur,True,3271571,2249319186,E. Niebur,E. Niebur,2,1,False,5,1.0,0.0,False,ambiguous_name_collision,manual_review
j ahveninen,True,2198327,2280337101,J. Ahveninen,J. Ahveninen,1,1,False,5,1.0,1.0,False,ambiguous_name_collision,manual_review
jan pielage,True,4568001,2254468866,Jan Pielage,Jan Pielage,2,1,False,5,1.0,0.0,False,ambiguous_name_collision,manual_review
omar hafez,True,1997469787,2332333526,Omar A. Hafez,Omar A. Hafez,2,1,False,5,1.0,0.0,False,ambiguous_name_collision,manual_review
